tenure,MonthlyCharges,Contract,Churn,TenureGroup,ChargeGroup
57,103.05,Month-to-month,No,49-72,High
67,118.35,One year,Yes,49-72,High
47,99.7,Month-to-month,No,25-48,High
13,81.9,Month-to-month,No,13-24,High
8,30.45,Month-to-month,Yes,0-12,Low
44,96.1,Month-to-month,Yes,25-48,High
71,66.2,One year,No,49-72,Medium
24,104.25,Month-to-month,Yes,13-24,High
15,80.2,Month-to-month,Yes,13-24,High
1,19.75,Month-to-month,No,0-12,Low
2,72.6,Month-to-month,No,0-12,High
55,116.5,Month-to-month,No,49-72,High
71,106.8,Two year,No,49-72,High
50,24.95,Two year,No,49-72,Low
1,89.25,Month-to-month,No,0-12,High
5,19.25,Month-to-month,No,0-12,Low
66,104.55,One year,No,49-72,High
49,87.2,One year,No,49-72,High
3,30.75,Month-to-month,No,0-12,Low
66,25.7,One year,No,49-72,Low
11,86.2,Month-to-month,No,0-12,High
28,30.1,Month-to-month,No,25-48,Low
65,99.35,Two year,No,49-72,High
62,19.2,Two year,No,49-72,Low
2,20.1,Month-to-month,No,0-12,Low
2,20.35,Month-to-month,No,0-12,Low
55,25.65,Two year,No,49-72,Low
41,94.55,Month-to-month,No,25-48,High
17,104.2,Month-to-month,Yes,13-24,High
30,94.4,One year,No,25-48,High
17,56.1,One year,No,13-24,Medium
16,68.25,Two year,No,13-24,Medium
72,24.75,Two year,No,49-72,Low
9,76.25,Month-to-month,No,0-12,High
1,74.35,Month-to-month,No,0-12,High
23,54.15,Month-to-month,No,13-24,Medium
8,19.45,Month-to-month,No,0-12,Low
19,34.95,Month-to-month,No,13-24,Low
7,53.65,Month-to-month,No,0-12,Medium
1,69.65,Month-to-month,Yes,0-12,Medium
61,104.0,One year,No,49-72,High
57,70.35,Two year,No,49-72,High
9,80.8,Month-to-month,Yes,0-12,High
15,64.85,One year,No,13-24,Medium
1,19.65,Month-to-month,No,0-12,Low
12,45.9,Month-to-month,No,0-12,Medium
54,20.0,Two year,No,49-72,Low
4,44.8,Month-to-month,No,0-12,Medium
7,80.3,Month-to-month,Yes,0-12,High
20,20.35,One year,No,13-24,Low
26,45.8,Month-to-month,No,25-48,Medium
36,84.1,Month-to-month,Yes,25-48,High
53,108.95,One year,No,49-72,High
3,69.35,Month-to-month,Yes,0-12,Medium
68,64.35,Two year,No,49-72,Medium
72,90.8,Two year,No,49-72,High
12,24.95,One year,No,0-12,Low
34,79.6,Month-to-month,Yes,25-48,High
68,84.7,Two year,No,49-72,High
50,70.8,One year,No,49-72,High
1,36.45,Month-to-month,Yes,0-12,Medium
41,104.4,Month-to-month,No,25-48,High
30,101.5,Month-to-month,No,25-48,High
1,54.3,Month-to-month,No,0-12,Medium
29,103.95,Month-to-month,No,25-48,High
23,91.1,Two year,No,13-24,High
60,19.95,Two year,No,49-72,Low
72,26.45,Two year,No,49-72,Low
22,89.4,Month-to-month,Yes,13-24,High
72,75.1,Two year,No,49-72,High
66,108.1,One year,No,49-72,High
72,110.15,Two year,No,49-72,High
47,80.35,Month-to-month,Yes,25-48,High
51,111.5,One year,No,49-72,High
70,106.5,One year,No,49-72,High
9,19.9,One year,No,0-12,Low
59,111.1,Two year,No,49-72,High
3,70.7,Month-to-month,No,0-12,High
38,24.85,Month-to-month,No,25-48,Low
37,91.2,Month-to-month,No,25-48,High
37,65.6,Two year,No,25-48,Medium
24,40.65,Month-to-month,Yes,13-24,Medium
14,59.45,Month-to-month,No,13-24,Medium
72,109.95,Two year,No,49-72,High
53,60.45,One year,Yes,49-72,Medium
8,84.9,Month-to-month,Yes,0-12,High
72,38.5,Two year,No,49-72,Medium
17,92.55,Month-to-month,No,13-24,High
2,73.55,Month-to-month,Yes,0-12,High
8,20.15,Month-to-month,Yes,0-12,Low
48,34.7,One year,Yes,25-48,Low
10,24.5,Month-to-month,No,0-12,Low
0,19.7,One year,No,,Low
1,20.6,Month-to-month,No,0-12,Low
29,58.0,One year,No,25-48,Medium
65,107.45,One year,No,49-72,High
8,65.5,Month-to-month,No,0-12,Medium
61,25.45,Two year,No,49-72,Low
45,100.15,One year,No,25-48,High
72,104.45,One year,No,49-72,High
12,21.15,Month-to-month,No,0-12,Low
7,96.2,Month-to-month,No,0-12,High
9,44.4,Month-to-month,No,0-12,Medium
43,107.55,One year,Yes,25-48,High
58,94.35,Two year,No,49-72,High
16,98.75,Month-to-month,Yes,13-24,High
2,20.3,Month-to-month,No,0-12,Low
8,101.15,Month-to-month,Yes,0-12,High
40,105.75,One year,No,25-48,High
9,81.15,Month-to-month,No,0-12,High
41,89.55,One year,No,25-48,High
26,54.75,Month-to-month,No,25-48,Medium
33,53.75,One year,No,25-48,Medium
68,105.75,One year,No,49-72,High
65,105.85,Two year,No,49-72,High
55,64.2,One year,No,49-72,Medium
20,88.7,Month-to-month,Yes,13-24,High
19,87.7,One year,No,13-24,High
45,89.3,Month-to-month,No,25-48,High
70,20.15,Two year,No,49-72,Low
2,79.75,Month-to-month,Yes,0-12,High
27,94.55,Month-to-month,Yes,25-48,High
12,20.05,Two year,No,0-12,Low
72,67.2,Two year,No,49-72,Medium
12,94.55,Month-to-month,No,0-12,High
5,69.05,Month-to-month,Yes,0-12,Medium
71,107.5,Month-to-month,No,49-72,High
35,73.0,One year,No,25-48,High
70,114.75,Two year,No,49-72,High
31,76.05,Month-to-month,No,25-48,High
52,96.25,Two year,Yes,49-72,High
37,101.1,Month-to-month,Yes,25-48,High
69,104.7,One year,Yes,49-72,High
30,77.9,Month-to-month,No,25-48,High
33,90.65,Month-to-month,No,25-48,High
54,110.45,Two year,No,49-72,High
59,68.7,One year,No,49-72,Medium
55,44.85,Month-to-month,No,49-72,Medium
69,29.8,One year,No,49-72,Low
66,88.9,One year,No,49-72,High
37,58.75,One year,No,25-48,Medium
9,19.85,One year,No,0-12,Low
69,86.9,Two year,No,49-72,High
10,59.65,Month-to-month,No,0-12,Medium
40,55.25,Month-to-month,Yes,25-48,Medium
13,66.4,Month-to-month,No,13-24,Medium
6,90.1,Month-to-month,Yes,0-12,High
69,20.15,Two year,No,49-72,Low
66,108.1,One year,No,49-72,High
11,53.75,Month-to-month,Yes,0-12,Medium
46,56.9,One year,No,25-48,Medium
6,89.3,Month-to-month,Yes,0-12,High
56,109.6,Month-to-month,No,49-72,High
70,25.15,Two year,No,49-72,Low
33,79.15,One year,No,25-48,High
72,66.75,Two year,No,49-72,Medium
3,95.2,Month-to-month,Yes,0-12,High
19,48.8,Month-to-month,No,13-24,Medium
5,45.7,Month-to-month,Yes,0-12,Medium
71,80.7,Two year,No,49-72,High
8,74.5,Month-to-month,Yes,0-12,High
1,20.55,Month-to-month,No,0-12,Low
1,79.65,Month-to-month,Yes,0-12,High
61,115.1,One year,No,49-72,High
71,59.7,Two year,No,49-72,Medium
68,86.45,One year,No,49-72,High
46,33.7,One year,No,25-48,Low
33,80.1,One year,No,25-48,High
53,104.05,Two year,No,49-72,High
50,108.75,Month-to-month,No,49-72,High
57,41.1,One year,No,49-72,Medium
54,20.35,Two year,No,49-72,Low
60,105.9,Month-to-month,No,49-72,High
28,101.3,Month-to-month,Yes,25-48,High
1,80.05,Month-to-month,Yes,0-12,High
29,89.2,Month-to-month,Yes,25-48,High
10,65.5,Month-to-month,No,0-12,Medium
43,40.45,Month-to-month,No,25-48,Medium
13,70.45,Month-to-month,No,13-24,High
43,78.8,Two year,No,25-48,High
19,83.65,Month-to-month,Yes,13-24,High
1,90.1,Month-to-month,No,0-12,High
69,82.45,Two year,No,49-72,High
61,20.25,Two year,No,49-72,Low
43,66.25,Month-to-month,No,25-48,Medium
6,19.5,Month-to-month,Yes,0-12,Low
1,51.25,Month-to-month,Yes,0-12,Medium
56,89.7,Month-to-month,No,49-72,High
70,64.55,Two year,No,49-72,Medium
1,45.6,Month-to-month,Yes,0-12,Medium
49,93.65,One year,No,49-72,High
6,49.65,Month-to-month,Yes,0-12,Medium
32,73.6,Two year,No,25-48,High
72,109.75,Two year,No,49-72,High
37,61.45,Two year,No,25-48,Medium
69,106.4,One year,No,49-72,High
26,81.9,Month-to-month,No,25-48,High
58,105.2,One year,No,49-72,High
24,54.6,One year,No,13-24,Medium
5,20.55,One year,No,0-12,Low
15,20.0,Month-to-month,Yes,13-24,Low
30,19.7,Two year,No,25-48,Low
55,66.05,One year,No,49-72,Medium
25,34.0,Month-to-month,Yes,25-48,Low
10,92.5,Month-to-month,Yes,0-12,High
44,54.05,Two year,No,25-48,Medium
47,58.9,One year,No,25-48,Medium
13,88.35,Month-to-month,Yes,13-24,High
49,107.95,Two year,Yes,49-72,High
64,96.9,One year,No,49-72,High
1,19.1,Month-to-month,No,0-12,Low
20,50.0,Month-to-month,No,13-24,Medium
37,45.4,Two year,No,25-48,Medium
30,85.45,Month-to-month,No,25-48,High
38,84.1,One year,No,25-48,High
1,74.45,Month-to-month,Yes,0-12,High
37,64.75,Month-to-month,Yes,25-48,Medium
52,66.25,Two year,No,49-72,Medium
71,76.9,Two year,No,49-72,High
26,89.8,Month-to-month,Yes,25-48,High
66,74.6,Two year,No,49-72,High
72,116.95,Two year,No,49-72,High
25,40.65,One year,No,25-48,Medium
69,114.35,Two year,No,49-72,High
53,69.7,Two year,No,49-72,Medium
12,95.5,One year,Yes,0-12,High
26,98.65,Month-to-month,No,25-48,High
21,61.65,Month-to-month,No,13-24,Medium
1,89.35,Month-to-month,No,0-12,High
48,95.4,Month-to-month,No,25-48,High
26,35.4,One year,No,25-48,Medium
60,19.95,Two year,No,49-72,Low
18,19.25,Month-to-month,No,13-24,Low
10,29.65,Month-to-month,Yes,0-12,Low
5,84.5,Month-to-month,Yes,0-12,High
4,20.4,One year,No,0-12,Low
65,24.75,Two year,No,49-72,Low
70,25.35,Two year,No,49-72,Low
18,90.7,Month-to-month,Yes,13-24,High
62,20.0,Two year,No,49-72,Low
66,59.75,Two year,No,49-72,Medium
65,82.5,Two year,No,49-72,High
3,70.3,Month-to-month,Yes,0-12,High
34,20.35,Month-to-month,No,25-48,Low
16,90.8,Month-to-month,No,13-24,High
54,103.95,One year,Yes,49-72,High
50,104.95,Month-to-month,No,49-72,High
71,105.25,Two year,No,49-72,High
10,74.75,Month-to-month,Yes,0-12,High
1,50.8,Month-to-month,Yes,0-12,Medium
18,23.75,One year,No,13-24,Low
4,61.3,Month-to-month,No,0-12,Medium
58,75.8,Two year,No,49-72,High
56,98.0,One year,No,49-72,High
2,80.25,Month-to-month,Yes,0-12,High
32,78.9,Month-to-month,Yes,25-48,High
56,52.0,One year,No,49-72,Medium
36,84.75,Month-to-month,Yes,25-48,High
4,64.4,Month-to-month,No,0-12,Medium
53,85.45,Month-to-month,Yes,49-72,High
10,45.8,Month-to-month,No,0-12,Medium
4,30.5,Month-to-month,No,0-12,Low
1,19.9,Month-to-month,Yes,0-12,Low
51,69.15,Month-to-month,No,49-72,Medium
12,99.45,Month-to-month,Yes,0-12,High
6,49.25,One year,No,0-12,Medium
63,39.35,Two year,No,49-72,Medium
1,70.6,Month-to-month,Yes,0-12,High
48,105.1,Month-to-month,No,25-48,High
5,81.0,Month-to-month,Yes,0-12,High
35,20.1,One year,No,25-48,Low
6,84.85,Month-to-month,Yes,0-12,High
2,19.75,Month-to-month,No,0-12,Low
50,19.75,One year,No,49-72,Low
33,70.4,Month-to-month,No,25-48,High
31,20.45,Two year,No,25-48,Low
9,20.35,Two year,No,0-12,Low
54,86.2,Month-to-month,No,49-72,High
46,95.65,One year,No,25-48,High
34,103.8,One year,No,25-48,High
71,97.2,Two year,No,49-72,High
63,63.55,Two year,No,49-72,Medium
51,24.95,Two year,No,49-72,Low
26,89.15,Month-to-month,Yes,25-48,High
64,99.0,Two year,No,49-72,High
1,24.8,Month-to-month,Yes,0-12,Low
61,85.55,One year,No,49-72,High
15,94.0,Month-to-month,No,13-24,High
64,105.65,One year,Yes,49-72,High
18,50.3,Month-to-month,No,13-24,Medium
57,95.0,One year,No,49-72,High
14,61.4,Two year,No,13-24,Medium
18,80.55,Month-to-month,No,13-24,High
72,78.5,Two year,No,49-72,High
70,114.3,Two year,No,49-72,High
38,20.05,Two year,No,25-48,Low
68,62.65,Two year,No,49-72,Medium
13,80.85,Month-to-month,Yes,13-24,High
65,92.7,Two year,No,49-72,High
30,100.45,Month-to-month,No,25-48,High
51,75.2,Two year,No,49-72,High
31,84.75,Month-to-month,No,25-48,High
9,89.45,Month-to-month,Yes,0-12,High
72,79.5,Two year,No,49-72,High
10,72.15,Month-to-month,Yes,0-12,High
37,19.8,One year,No,25-48,Low
2,76.4,Month-to-month,Yes,0-12,High
55,100.9,One year,No,49-72,High
33,95.3,Month-to-month,No,25-48,High
46,90.95,One year,No,25-48,High
1,54.5,Month-to-month,No,0-12,Medium
20,61.6,Month-to-month,Yes,13-24,Medium
9,79.9,Month-to-month,Yes,0-12,High
32,96.15,Month-to-month,Yes,25-48,High
19,49.6,Month-to-month,No,13-24,Medium
70,65.3,Two year,Yes,49-72,Medium
61,25.0,Two year,No,49-72,Low
26,45.45,Month-to-month,No,25-48,Medium
45,107.75,Month-to-month,No,25-48,High
62,89.1,Two year,No,49-72,High
1,19.65,Month-to-month,Yes,0-12,Low
3,44.75,Month-to-month,No,0-12,Medium
41,101.6,One year,No,25-48,High
67,103.15,Two year,No,49-72,High
1,84.65,Month-to-month,Yes,0-12,High
71,95.65,One year,No,49-72,High
37,75.1,One year,No,25-48,High
60,61.35,Two year,No,49-72,Medium
1,69.55,Month-to-month,Yes,0-12,Medium
6,19.7,Month-to-month,No,0-12,Low
13,31.05,Month-to-month,Yes,13-24,Low
11,51.0,Month-to-month,No,0-12,Medium
7,51.0,Month-to-month,Yes,0-12,Medium
10,88.85,Month-to-month,No,0-12,High
34,20.05,Two year,No,25-48,Low
62,65.1,Two year,No,49-72,Medium
64,70.15,One year,No,49-72,High
1,44.35,Month-to-month,Yes,0-12,Medium
25,20.75,Two year,No,25-48,Low
26,56.05,One year,No,25-48,Medium
10,19.95,One year,No,0-12,Low
53,98.6,One year,No,49-72,High
7,79.7,Month-to-month,Yes,0-12,High
33,79.0,Month-to-month,No,25-48,High
71,89.45,Two year,No,49-72,High
29,74.2,Month-to-month,No,25-48,High
24,81.0,Month-to-month,No,13-24,High
20,49.6,Month-to-month,No,13-24,Medium
1,84.6,Month-to-month,No,0-12,High
54,55.0,Month-to-month,Yes,49-72,Medium
5,84.85,Month-to-month,Yes,0-12,High
72,84.2,Two year,No,49-72,High
52,106.3,Two year,No,49-72,High
9,69.05,Month-to-month,No,0-12,Medium
1,45.4,Month-to-month,No,0-12,Medium
1,73.65,Month-to-month,Yes,0-12,High
33,73.9,One year,Yes,25-48,High
55,77.75,Month-to-month,Yes,49-72,High
69,99.35,Two year,No,49-72,High
1,50.75,Month-to-month,No,0-12,Medium
54,87.1,Two year,No,49-72,High
33,20.15,One year,No,25-48,Low
45,98.7,One year,No,25-48,High
11,25.2,Month-to-month,No,0-12,Low
6,55.7,Month-to-month,No,0-12,Medium
21,65.35,Month-to-month,No,13-24,Medium
65,25.3,Two year,No,49-72,Low
6,84.35,Month-to-month,Yes,0-12,High
8,84.95,Month-to-month,Yes,0-12,High
11,73.85,Month-to-month,Yes,0-12,High
43,24.25,Two year,No,25-48,Low
49,51.8,One year,Yes,49-72,Medium
1,46.0,Month-to-month,Yes,0-12,Medium
15,79.4,Month-to-month,Yes,13-24,High
60,60.5,Two year,No,49-72,Medium
17,25.1,Month-to-month,No,13-24,Low
16,71.8,Month-to-month,Yes,13-24,High
35,20.05,One year,No,25-48,Low
44,88.4,One year,Yes,25-48,High
12,30.25,One year,No,0-12,Low
1,20.2,Month-to-month,No,0-12,Low
28,59.9,One year,No,25-48,Medium
70,25.15,Two year,No,49-72,Low
5,46.0,Month-to-month,Yes,0-12,Medium
18,101.3,Month-to-month,No,13-24,High
70,76.95,Two year,No,49-72,High
9,55.3,Month-to-month,No,0-12,Medium
67,92.45,Two year,No,49-72,High
1,48.45,Month-to-month,No,0-12,Medium
18,19.35,Two year,No,13-24,Low
4,51.75,Month-to-month,Yes,0-12,Medium
71,86.7,One year,No,49-72,High
30,94.4,Month-to-month,Yes,25-48,High
1,55.7,Month-to-month,No,0-12,Medium
55,84.25,One year,No,49-72,High
59,64.65,Month-to-month,No,49-72,Medium
1,70.15,Month-to-month,Yes,0-12,High
7,69.2,Month-to-month,No,0-12,Medium
45,54.65,Two year,No,25-48,Medium
54,24.75,One year,No,49-72,Low
51,23.95,One year,No,49-72,Low
72,105.0,One year,No,49-72,High
44,59.85,One year,No,25-48,Medium
2,20.05,Month-to-month,No,0-12,Low
66,92.15,One year,No,49-72,High
68,44.8,One year,No,49-72,Medium
31,20.9,Two year,No,25-48,Low
21,95.4,Month-to-month,No,13-24,High
21,80.35,Month-to-month,No,13-24,High
55,85.1,Two year,No,49-72,High
9,34.7,Month-to-month,Yes,0-12,Low
71,115.05,Two year,No,49-72,High
1,81.1,Month-to-month,Yes,0-12,High
22,19.95,One year,No,13-24,Low
1,20.55,Month-to-month,Yes,0-12,Low
61,106.6,Two year,Yes,49-72,High
67,86.15,Two year,No,49-72,High
14,78.85,Month-to-month,No,13-24,High
59,106.75,Month-to-month,Yes,49-72,High
21,86.55,Month-to-month,No,13-24,High
4,42.4,Month-to-month,No,0-12,Medium
3,89.45,Month-to-month,Yes,0-12,High
70,24.25,Two year,No,49-72,Low
3,97.9,Month-to-month,Yes,0-12,High
21,20.5,One year,No,13-24,Low
20,19.6,Month-to-month,No,13-24,Low
22,20.25,One year,No,13-24,Low
1,55.7,Month-to-month,Yes,0-12,Medium
63,20.6,Two year,No,49-72,Low
70,19.8,Two year,No,49-72,Low
13,79.8,Month-to-month,Yes,13-24,High
5,80.2,Month-to-month,No,0-12,High
72,116.4,Two year,No,49-72,High
13,31.65,Month-to-month,No,13-24,Low
61,94.15,Month-to-month,No,49-72,High
1,20.65,Month-to-month,No,0-12,Low
56,76.85,Month-to-month,No,49-72,High
4,20.15,Month-to-month,No,0-12,Low
35,55.25,Two year,No,25-48,Medium
18,39.05,Month-to-month,Yes,13-24,Medium
72,82.15,Two year,No,49-72,High
49,103.0,One year,No,49-72,High
44,95.1,Month-to-month,No,25-48,High
3,83.9,Month-to-month,Yes,0-12,High
37,95.15,Month-to-month,No,25-48,High
61,79.8,One year,No,49-72,High
70,74.8,Two year,No,49-72,High
1,69.85,Month-to-month,Yes,0-12,Medium
41,20.45,Month-to-month,No,25-48,Low
70,78.35,One year,No,49-72,High
1,53.55,Month-to-month,Yes,0-12,Medium
51,19.1,One year,No,49-72,Low
42,20.0,Two year,No,25-48,Low
70,93.9,Two year,Yes,49-72,High
48,19.95,One year,No,25-48,Low
68,113.15,Two year,Yes,49-72,High
48,24.0,Two year,No,25-48,Low
26,84.95,Month-to-month,Yes,25-48,High
11,80.5,Month-to-month,Yes,0-12,High
1,19.3,Month-to-month,Yes,0-12,Low
27,19.15,One year,No,25-48,Low
46,91.3,One year,No,25-48,High
1,49.65,Month-to-month,Yes,0-12,Medium
46,54.35,Two year,Yes,25-48,Medium
25,19.15,Month-to-month,No,25-48,Low
4,88.45,Month-to-month,Yes,0-12,High
13,19.75,Two year,No,13-24,Low
31,75.5,One year,No,25-48,High
23,83.75,Month-to-month,No,13-24,High
2,19.4,Month-to-month,No,0-12,Low
65,26.5,Two year,No,49-72,Low
22,90.5,Month-to-month,Yes,13-24,High
55,19.15,One year,No,49-72,Low
9,94.85,Month-to-month,Yes,0-12,High
7,69.95,Month-to-month,Yes,0-12,Medium
35,40.9,One year,No,25-48,Medium
6,80.25,Two year,No,0-12,High
1,48.6,Month-to-month,Yes,0-12,Medium
17,70.8,Month-to-month,No,13-24,High
10,60.2,Month-to-month,No,0-12,Medium
15,55.2,One year,No,13-24,Medium
40,55.8,Month-to-month,Yes,25-48,Medium
13,54.15,One year,No,13-24,Medium
29,80.15,Month-to-month,Yes,25-48,High
3,75.5,Month-to-month,Yes,0-12,High
58,100.4,Month-to-month,No,49-72,High
45,62.55,One year,No,25-48,Medium
72,70.45,Two year,No,49-72,High
68,85.5,One year,No,49-72,High
1,20.2,Month-to-month,Yes,0-12,Low
38,54.5,Month-to-month,No,25-48,Medium
2,20.75,Month-to-month,No,0-12,Low
11,20.35,Month-to-month,No,0-12,Low
20,91.0,One year,No,13-24,High
72,104.8,Two year,No,49-72,High
3,74.75,Month-to-month,Yes,0-12,High
23,104.05,Month-to-month,Yes,13-24,High
40,51.1,Month-to-month,No,25-48,Medium
62,89.8,Month-to-month,No,49-72,High
22,20.55,Month-to-month,No,13-24,Low
11,64.05,Month-to-month,No,0-12,Medium
7,74.85,Month-to-month,No,0-12,High
13,96.65,Month-to-month,Yes,13-24,High
1,20.05,Month-to-month,Yes,0-12,Low
39,103.45,Month-to-month,Yes,25-48,High
3,25.0,Month-to-month,No,0-12,Low
58,20.3,Two year,No,49-72,Low
6,26.35,Month-to-month,No,0-12,Low
1,19.9,Month-to-month,Yes,0-12,Low
22,54.7,Month-to-month,No,13-24,Medium
14,46.35,Month-to-month,Yes,13-24,Medium
64,90.25,One year,No,49-72,High
1,19.95,Month-to-month,Yes,0-12,Low
6,20.65,Month-to-month,No,0-12,Low
1,79.6,Month-to-month,Yes,0-12,High
39,25.45,One year,No,25-48,Low
20,19.5,One year,No,13-24,Low
1,75.9,Month-to-month,Yes,0-12,High
1,76.2,Month-to-month,Yes,0-12,High
64,66.15,One year,No,49-72,Medium
1,19.25,Month-to-month,Yes,0-12,Low
46,69.1,Month-to-month,No,25-48,Medium
28,39.1,One year,No,25-48,Medium
33,20.05,Month-to-month,No,25-48,Low
39,59.8,One year,No,25-48,Medium
42,84.3,Month-to-month,Yes,25-48,High
1,48.6,Month-to-month,No,0-12,Medium
7,79.0,Month-to-month,Yes,0-12,High
70,105.35,Two year,No,49-72,High
65,25.1,Two year,No,49-72,Low
1,49.75,Month-to-month,No,0-12,Medium
18,94.75,Month-to-month,No,13-24,High
24,93.0,Month-to-month,No,13-24,High
63,71.9,Two year,No,49-72,High
44,77.55,One year,No,25-48,High
4,19.85,Month-to-month,No,0-12,Low
1,70.25,Month-to-month,Yes,0-12,High
37,95.25,Month-to-month,No,25-48,High
10,84.6,Month-to-month,Yes,0-12,High
34,25.05,Month-to-month,No,25-48,Low
35,53.15,One year,No,25-48,Medium
4,20.15,Month-to-month,No,0-12,Low
39,101.25,Month-to-month,No,25-48,High
43,100.55,One year,No,25-48,High
17,24.1,Month-to-month,Yes,13-24,Low
61,25.3,Two year,No,49-72,Low
49,71.8,One year,No,49-72,High
4,19.7,One year,No,0-12,Low
64,49.85,Two year,No,49-72,Medium
3,69.6,Month-to-month,No,0-12,Medium
1,19.75,Month-to-month,No,0-12,Low
40,80.8,One year,No,25-48,High
1,60.0,Month-to-month,Yes,0-12,Medium
8,86.55,Month-to-month,Yes,0-12,High
1,20.85,Month-to-month,Yes,0-12,Low
34,64.2,One year,No,25-48,Medium
1,35.0,Month-to-month,No,0-12,Low
39,50.75,Month-to-month,Yes,25-48,Medium
58,105.5,One year,Yes,49-72,High
45,19.2,Two year,No,25-48,Low
6,85.15,Month-to-month,Yes,0-12,High
43,90.65,One year,No,25-48,High
41,20.0,Two year,No,25-48,Low
5,74.65,Month-to-month,No,0-12,High
72,61.2,Two year,No,49-72,Medium
4,19.95,One year,No,0-12,Low
9,54.8,Month-to-month,No,0-12,Medium
72,73.45,Two year,No,49-72,High
33,51.45,One year,No,25-48,Medium
72,80.45,Two year,No,49-72,High
22,54.2,Month-to-month,Yes,13-24,Medium
70,109.5,One year,Yes,49-72,High
21,104.4,Month-to-month,Yes,13-24,High
15,85.3,Month-to-month,No,13-24,High
29,79.3,Month-to-month,No,25-48,High
15,76.5,Month-to-month,No,13-24,High
71,105.1,Month-to-month,Yes,49-72,High
72,25.4,Two year,No,49-72,Low
19,86.85,Month-to-month,No,13-24,High
1,19.65,Month-to-month,No,0-12,Low
1,75.7,Month-to-month,Yes,0-12,High
2,45.55,Month-to-month,No,0-12,Medium
11,78.1,Month-to-month,No,0-12,High
12,19.3,One year,No,0-12,Low
70,110.5,Two year,No,49-72,High
20,90.8,Month-to-month,Yes,13-24,High
23,20.3,Month-to-month,No,13-24,Low
49,81.35,Two year,No,49-72,High
4,97.95,Month-to-month,Yes,0-12,High
32,108.15,Month-to-month,Yes,25-48,High
2,55.3,Month-to-month,No,0-12,Medium
69,56.55,Two year,No,49-72,Medium
6,80.5,Month-to-month,Yes,0-12,High
24,19.7,Two year,No,13-24,Low
32,104.05,One year,No,25-48,High
27,52.85,Two year,No,25-48,Medium
27,104.3,Month-to-month,Yes,25-48,High
58,80.65,Month-to-month,No,49-72,High
1,71.35,Month-to-month,Yes,0-12,High
18,24.65,Two year,No,13-24,Low
47,21.3,Two year,No,25-48,Low
70,110.2,Two year,No,49-72,High
13,89.4,Month-to-month,Yes,13-24,High
36,51.05,Month-to-month,No,25-48,Medium
67,19.8,Two year,No,49-72,Low
10,19.9,Month-to-month,No,0-12,Low
19,87.3,Month-to-month,No,13-24,High
71,19.85,Two year,No,49-72,Low
72,89.4,Two year,No,49-72,High
48,20.0,Two year,No,25-48,Low
1,20.05,Month-to-month,No,0-12,Low
18,83.25,Month-to-month,No,13-24,High
1,20.6,Month-to-month,Yes,0-12,Low
67,102.9,Two year,No,49-72,High
69,39.1,Two year,No,49-72,Medium
19,99.95,Month-to-month,Yes,13-24,High
72,114.5,Two year,No,49-72,High
38,20.2,Two year,No,25-48,Low
40,55.8,One year,No,25-48,Medium
61,24.2,Two year,No,49-72,Low
10,81.0,Month-to-month,Yes,0-12,High
32,72.8,One year,No,25-48,High
21,99.85,Month-to-month,No,13-24,High
59,99.5,One year,No,49-72,High
13,70.15,Month-to-month,Yes,13-24,High
47,20.25,Two year,No,25-48,Low
69,26.0,Two year,No,49-72,Low
2,19.9,Month-to-month,No,0-12,Low
22,19.05,Month-to-month,No,13-24,Low
15,96.5,Month-to-month,No,13-24,High
53,19.85,Two year,No,49-72,Low
28,25.7,Month-to-month,No,25-48,Low
22,20.3,One year,No,13-24,Low
1,70.15,Month-to-month,Yes,0-12,High
16,91.55,Month-to-month,No,13-24,High
48,39.4,Two year,No,25-48,Medium
30,105.7,Month-to-month,No,25-48,High
3,70.25,Month-to-month,No,0-12,High
57,93.75,Two year,No,49-72,High
68,96.55,One year,Yes,49-72,High
23,60.0,One year,No,13-24,Medium
65,59.8,Two year,No,49-72,Medium
44,90.65,One year,No,25-48,High
71,109.0,Two year,No,49-72,High
37,68.1,One year,No,25-48,Medium
12,20.4,Month-to-month,No,0-12,Low
69,81.95,Two year,No,49-72,High
35,60.55,Month-to-month,No,25-48,Medium
5,65.6,Month-to-month,No,0-12,Medium
58,82.5,Two year,No,49-72,High
72,82.3,Two year,No,49-72,High
72,68.15,Two year,No,49-72,Medium
1,20.3,Month-to-month,No,0-12,Low
39,95.55,One year,Yes,25-48,High
53,20.2,One year,No,49-72,Low
27,89.2,Month-to-month,No,25-48,High
1,69.65,Month-to-month,Yes,0-12,Medium
1,89.3,Month-to-month,Yes,0-12,High
18,74.8,Month-to-month,No,13-24,High
46,20.2,Two year,No,25-48,Low
72,84.4,Two year,No,49-72,High
36,87.55,Month-to-month,Yes,25-48,High
4,25.15,Month-to-month,No,0-12,Low
25,19.8,Two year,No,25-48,Low
40,50.85,Month-to-month,No,25-48,Medium
63,102.4,Month-to-month,No,49-72,High
15,96.3,Month-to-month,Yes,13-24,High
14,55.5,Month-to-month,No,13-24,Medium
72,109.75,Two year,No,49-72,High
39,106.4,Month-to-month,No,25-48,High
47,60.0,Two year,No,25-48,Medium
19,88.8,Month-to-month,No,13-24,High
5,85.2,Month-to-month,Yes,0-12,High
13,35.1,Month-to-month,Yes,13-24,Medium
17,80.05,Month-to-month,No,13-24,High
